ilan_no,room,salon,brut_m2,net_m2,floor_location,building_age,building_floor,compliance_with_loan,bathroom_amount,building_type,fuel_type,price,il,ilce,mahalle,home_link
45642-1513,1,0,35,30,10,3,11,True,1,Betonarme,Doğalgaz,437500,Zonguldak,Merkez,İncivez,https://www.hepsiemlak.com//en/zonguldak-merkez-incivez-satilik/daire/45642-1513

45642-1513,1,0,35,30,10,3,11,True,1,Betonarme,Doğalgaz,,Zonguldak,Merkez,İncivez,https://www.hepsiemlak.com//en/istanbul-kadikoy-erenkoy-satilik/daire/7553-14964

45642-1513,1,0,35,30,10,3,11,True,1,Betonarme,Doğalgaz,,Zonguldak,Merkez,İncivez,https://www.hepsiemlak.com//en/istanbul-maltepe-kucukyali-satilik/daire/2150-2472

51689-4152,3,1,130,95,4,0,4,True,1,Betonarme,Doğalgaz,1900000,Balıkesir,Burhaniye,Kocacami,https://www.hepsiemlak.com//en/balikesir-burhaniye-kocacami-satilik/daire/51689-4152

90625-3504,4,1,180,170,4,0,20,True,2,Betonarme,Elektrik,2850000,Mersin(İçel),Mezitli,Akdeniz,https://www.hepsiemlak.com//en/mersinicel-mezitli-akdeniz-satilik/daire/90625-3504

134937-7,2,1,90,80,Yüksek Giriş,0,5,Bilinmiyor,1,Betonarme,Elektrik,1590000,İstanbul,Beylikdüzü,Marmara,https://www.hepsiemlak.com//en/istanbul-beylikduzu-marmara-satilik/daire/134937-7

1358-3454,3,1,210,190,4,50,5,True,2,Betonarme,Doğalgaz,13750000,İstanbul,Şişli,Teşvikiye,https://www.hepsiemlak.com//en/istanbul-sisli-tesvikiye-satilik/daire/1358-3454

108245-2261,3,1,135,126,2,2,4,True,2,Betonarme,Doğalgaz,2500000,Balıkesir,Karesi,Toygar,https://www.hepsiemlak.com//en/balikesir-karesi-toygar-satilik/daire/108245-2261

108245-2261,3,1,135,126,2,2,4,True,2,Betonarme,Doğalgaz,,Balıkesir,Karesi,Toygar,https://www.hepsiemlak.com//en/balikesir-bandirma-17-eylul-satilik/daire/110558-11157

110558-11697,3,1,145,140,5,28,5,True,2,Betonarme,Doğalgaz,2200000,Balıkesir,Bandırma,Paşakonak,https://www.hepsiemlak.com//en/balikesir-bandirma-pasakonak-satilik/daire/110558-11697

125358-88,2,1,115,95,1,0,4,True,1,Betonarme,Doğalgaz,2190000,İstanbul,Beylikdüzü,Kavaklı,https://www.hepsiemlak.com//en/istanbul-beylikduzu-kavakli-satilik/daire/125358-88

125358-83,2,1,115,105,3,2,4,True,1,Betonarme,Doğalgaz,1900000,İstanbul,Beylikdüzü,Dereağzı,https://www.hepsiemlak.com//en/istanbul-beylikduzu-dereagzi-satilik/daire/125358-83

125358-83,2,1,115,105,3,2,4,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,Dereağzı,https://www.hepsiemlak.com//en/ankara-cankaya-sancak-satilik/daire/113038-7

113038-6,2,1,149,125,5,5,20,True,2,Betonarme,Doğalgaz,4350000,Ankara,Çankaya,Kırkkonaklar,https://www.hepsiemlak.com//en/ankara-cankaya-kirkkonaklar-satilik/daire/113038-6

113038-6,2,1,149,125,5,5,20,True,2,Betonarme,Doğalgaz,,Ankara,Çankaya,Kırkkonaklar,https://www.hepsiemlak.com//en/ankara-kecioren-etlik-satilik/daire/56586-3267

96267-1059,3,1,105,100,Yüksek Giriş,0,5,True,1,Betonarme,Doğalgaz,850000,Çorum,Merkez,MimarSinan,https://www.hepsiemlak.com//en/corum-merkez-mimar-sinan-satilik/daire/96267-1059

121702-72,3,1,160,140,2,0,4,True,2,Betonarme,Doğalgaz,3200000,Aydın,Kuşadası,Değirmendere,https://www.hepsiemlak.com//en/aydin-kusadasi-degirmendere-satilik/daire/121702-72

121702-72,3,1,160,140,2,0,4,True,2,Betonarme,Doğalgaz,,Aydın,Kuşadası,Değirmendere,https://www.hepsiemlak.com//en/izmir-karabaglar-vatan-satilik/daire/123971-480

135858-5,4,1,165,150,6,7,10,True,5,Betonarme,Doğalgaz,7150000,İstanbul,Gaziosmanpaşa,FevziÇakmak,https://www.hepsiemlak.com//en/istanbul-gaziosmanpasa-fevzi-cakmak-satilik/daire/135858-5

130960-57,2,1,100,80,Kot 3,11,3,True,2,Betonarme,Elektrik,1325000,Aydın,Didim,Cumhuriyet,https://www.hepsiemlak.com//en/aydin-didim-cumhuriyet-satilik/daire/130960-57

135129-9,3,1,130,115,Yüksek Giriş,7,3,True,1,Betonarme,Kömür-Odun,1250000,Aydın,Efeler,Tepecik,https://www.hepsiemlak.com//en/aydin-efeler-tepecik-satilik/daire/135129-9

135129-9,3,1,130,115,Yüksek Giriş,7,3,True,1,Betonarme,Kömür-Odun,,Aydın,Efeler,Tepecik,https://www.hepsiemlak.com//en/ankara-cankaya-akpinar-satilik/daire/3493-29126

135129-9,3,1,130,115,Yüksek Giriş,7,3,True,1,Betonarme,Kömür-Odun,,Aydın,Efeler,Tepecik,https://www.hepsiemlak.com//en/istanbul-maltepe-cinar-satilik/daire/1049-168381

5632-7446,3,1,130,96,9,0,10,True,2,Betonarme,Kömür-Odun,11250000,İstanbul,Kadıköy,Göztepe,https://www.hepsiemlak.com//en/istanbul-kadikoy-goztepe-satilik/daire/5632-7446

5632-7787,2,1,90,75,1,0,7,True,1,Betonarme,Doğalgaz,6150000,İstanbul,Kadıköy,Göztepe,https://www.hepsiemlak.com//en/istanbul-kadikoy-goztepe-satilik/daire/5632-7787

5632-7501,3,1,150,117,6,0,10,True,1,Betonarme,Doğalgaz,19000000,İstanbul,Kadıköy,Caddebostan,https://www.hepsiemlak.com//en/istanbul-kadikoy-caddebostan-satilik/daire/5632-7501

5632-7501,3,1,150,117,6,0,10,True,1,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Caddebostan,https://www.hepsiemlak.com//en/istanbul-kadikoy-caddebostan-satilik/daire/5632-7708

5632-7501,3,1,150,117,6,0,10,True,1,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Caddebostan,https://www.hepsiemlak.com//en/istanbul-kadikoy-caddebostan-satilik/daire/5632-7591

5632-7585,2,1,90,70,2,16,5,True,1,Betonarme,Doğalgaz,7925000,İstanbul,Kadıköy,Fenerbahçe,https://www.hepsiemlak.com//en/istanbul-kadikoy-fenerbahce-satilik/daire/5632-7585

129186-295,3,1,148,135,Ara Kat,25,3,True,1,Betonarme,Doğalgaz,680000,Ankara,Polatlı,Zafer,https://www.hepsiemlak.com//en/ankara-polatli-zafer-satilik/daire/129186-295

121804-2324,1,1,65,55,2,4,4,True,1,Betonarme,Doğalgaz,1375000,Balıkesir,Edremit,Akçay,https://www.hepsiemlak.com//en/balikesir-edremit-akcay-satilik/daire/121804-2324

132267-141,2,1,120,105,Bahçe Katı,2,6,True,1,Betonarme,Doğalgaz,695000,İstanbul,Beylikdüzü,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/132267-141

132267-141,2,1,120,105,Bahçe Katı,2,6,True,1,Betonarme,Doğalgaz,,İstanbul,Beylikdüzü,Cumhuriyet,https://www.hepsiemlak.com//en/aydin-efeler-cuma-satilik/daire/5625-2736

7553-14959,2,1,100,80,13,0,14,True,2,Betonarme,Doğalgaz,7950000,İstanbul,Kadıköy,Bostancı,https://www.hepsiemlak.com//en/istanbul-kadikoy-bostanci-satilik/daire/7553-14959

7553-14959,2,1,100,80,13,0,14,True,2,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Bostancı,https://www.hepsiemlak.com//en/aydin-didim-camlik-satilik/daire/96731-64

7553-14959,2,1,100,80,13,0,14,True,2,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Bostancı,https://www.hepsiemlak.com//en/ankara-mamak-kucuk-kayas-satilik/daire/135651-14

7553-14959,2,1,100,80,13,0,14,True,2,Betonarme,Doğalgaz,,İstanbul,Kadıköy,Bostancı,https://www.hepsiemlak.com//en/mugla-bodrum-guvercinlik-satilik/daire/128864-6

107619-474,3,1,160,135,1,5,5,True,3,Betonarme,Doğalgaz,1798000,Bursa,Nilüfer,Beşevler,https://www.hepsiemlak.com//en/bursa-nilufer-besevler-satilik/daire/107619-474

107619-474,3,1,160,135,1,5,5,True,3,Betonarme,Doğalgaz,,Bursa,Nilüfer,Beşevler,https://www.hepsiemlak.com//en/ankara-kecioren-atapark-satilik/daire/124553-15

124553-16,3,1,120,110,5,26,5,True,1,Betonarme,Doğalgaz,1650000,Ankara,Yenimahalle,Kardelen,https://www.hepsiemlak.com//en/ankara-yenimahalle-kardelen-satilik/daire/124553-16

10225-33,3,1,155,145,Yüksek Giriş,0,4,True,2,Betonarme,Doğalgaz,1250000,Ankara,Çubuk,Yavuzselim,https://www.hepsiemlak.com//en/ankara-cubuk-yavuzselim-satilik/daire/10225-33

10225-33,3,1,155,145,Yüksek Giriş,0,4,True,2,Betonarme,Doğalgaz,,Ankara,Çubuk,Yavuzselim,https://www.hepsiemlak.com//en/istanbul-umraniye-armaganevler-satilik/daire/77582-1119

133459-4,1,1,70,65,Zemin,0,3,Bilinmiyor,1,Betonarme,Doğalgaz,5000000,Muğla,Marmaris,Selimiye,https://www.hepsiemlak.com//en/mugla-marmaris-selimiye-satilik/daire/133459-4

133459-4,1,1,70,65,Zemin,0,3,Bilinmiyor,1,Betonarme,Doğalgaz,,Muğla,Marmaris,Selimiye,https://www.hepsiemlak.com//en/ankara-pursaklar-merkez-satilik/daire/1350-5648

133459-4,1,1,70,65,Zemin,0,3,Bilinmiyor,1,Betonarme,Doğalgaz,,Muğla,Marmaris,Selimiye,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/28880-4313

28888-968,4,1,190,175,4,10,4,True,2,Betonarme,Doğalgaz,3250000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/28888-968

28888-957,4,1,190,175,3,10,4,True,2,Betonarme,Doğalgaz,3349000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/28888-957

28888-957,4,1,190,175,3,10,4,True,2,Betonarme,Doğalgaz,,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/28888-974

28888-957,4,1,190,175,3,10,4,True,2,Betonarme,Doğalgaz,,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/28880-4249

28880-4340,4,1,185,170,2,1,7,True,2,Betonarme,Doğalgaz,3970000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/28880-4340

28880-4272,3,1,160,145,7,5,8,True,2,Betonarme,Doğalgaz,3549000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/28880-4272

136025-13,3,1,151,135,1,8,6,True,3,Betonarme,Doğalgaz,2950000,Bursa,Yıldırım,Millet,https://www.hepsiemlak.com//en/bursa-yildirim-millet-satilik/daire/136025-13

66315-1439,4,1,195,190,2,0,16,True,2,Betonarme,Doğalgaz,4250000,Ankara,Pursaklar,MimarSinan,https://www.hepsiemlak.com//en/ankara-pursaklar-mimar-sinan-satilik/daire/66315-1439

1350-5630,3,1,140,130,2,1,3,True,1,Betonarme,Doğalgaz,2165000,Ankara,Pursaklar,Merkez,https://www.hepsiemlak.com//en/ankara-pursaklar-merkez-satilik/daire/1350-5630

86972-1678,3,1,170,155,6,2,8,True,2,Betonarme,Doğalgaz,3200000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/86972-1678

86972-1678,3,1,170,155,6,2,8,True,2,Betonarme,Doğalgaz,,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/86972-1740

86972-1678,3,1,170,155,6,2,8,True,2,Betonarme,Doğalgaz,,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/86972-1663

129135-367,1,1,70,60,Yüksek Giriş,5,4,True,1,Betonarme,Doğalgaz,1350000,Antalya,Muratpaşa,Kızılarık,https://www.hepsiemlak.com//en/antalya-muratpasa-kizilarik-satilik/daire/129135-367

133977-83,2,1,130,120,1,5,5,True,1,Betonarme,Doğalgaz,1299999,İstanbul,Esenyurt,Mehterçeşme,https://www.hepsiemlak.com//en/istanbul-esenyurt-mehtercesme-satilik/daire/133977-83

52328-281,2,1,90,85,2,23,5,True,1,Betonarme,Doğalgaz,1850000,İstanbul,Zeytinburnu,Seyitnizam,https://www.hepsiemlak.com//en/istanbul-zeytinburnu-seyitnizam-satilik/daire/52328-281

97798-1170,4,1,240,210,5,5,13,True,2,Betonarme,Doğalgaz,6600000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/97798-1170

123906-2302,1,1,70,68,3,1,4,True,2,Betonarme,Kömür-Odun,1316000,Balıkesir,Edremit,Akçay,https://www.hepsiemlak.com//en/balikesir-edremit-akcay-satilik/daire/123906-2302

129135-344,3,1,145,135,1,11,4,True,1,Betonarme,Kömür-Odun,2550000,Antalya,Muratpaşa,Kızıltoprak,https://www.hepsiemlak.com//en/antalya-muratpasa-kiziltoprak-satilik/daire/129135-344

129135-324,2,1,85,75,Yüksek Giriş,0,4,True,1,Betonarme,Kömür-Odun,1949000,Antalya,Muratpaşa,Yenigün,https://www.hepsiemlak.com//en/antalya-muratpasa-yenigun-satilik/daire/129135-324

14072-12415,3,1,130,120,3,28,3,True,2,Betonarme,Doğalgaz,1750000,Ankara,Çankaya,İlkadım,https://www.hepsiemlak.com//en/ankara-cankaya-ilkadim-satilik/daire/14072-12415

129135-278,3,1,145,135,1,21,4,True,1,Betonarme,Doğalgaz,3100000,Antalya,Muratpaşa,Tahılpazarı,https://www.hepsiemlak.com//en/antalya-muratpasa-tahilpazari-satilik/daire/129135-278

129135-291,2,1,110,100,Yüksek Giriş,11,4,True,2,Betonarme,Doğalgaz,1350000,Antalya,Kepez,Teomanpaşa,https://www.hepsiemlak.com//en/antalya-kepez-teomanpasa-satilik/daire/129135-291

129135-320,2,1,110,100,2,4,6,True,1,Betonarme,Doğalgaz,2850000,Antalya,Muratpaşa,Kızılarık,https://www.hepsiemlak.com//en/antalya-muratpasa-kizilarik-satilik/daire/129135-320

126667-56,3,1,150,120,Bahçe Katı,0,5,True,1,Betonarme,Doğalgaz,2585000,Ankara,Çankaya,Maltepe,https://www.hepsiemlak.com//en/ankara-cankaya-maltepe-satilik/daire/126667-56

113569-4288,2,1,115,95,2,4,5,True,2,Betonarme,Doğalgaz,2200000,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-beylikduzu-yakuplu-satilik/daire/113569-4288

113569-4291,2,1,110,95,3,4,4,True,2,Betonarme,Doğalgaz,1700000,İstanbul,Beylikdüzü,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/113569-4291

113569-4293,2,1,120,100,4,4,6,True,2,Betonarme,Doğalgaz,1750000,İstanbul,Beylikdüzü,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/113569-4293

133277-26,2,1,115,98,4,1,9,True,1,Betonarme,Elektrik,1580000,Antalya,Serik,Yukarıkocayatak,https://www.hepsiemlak.com//en/antalya-serik-yukarikocayatak-satilik/daire/133277-26

6786-18546,2,1,139,138,3,14,3,True,2,Betonarme,Doğalgaz,2190000,Ankara,Çankaya,İlkadım,https://www.hepsiemlak.com//en/ankara-cankaya-ilkadim-satilik/daire/6786-18546

133277-28,2,1,79,70,3,0,4,True,1,Betonarme,Elektrik,2850000,Antalya,Aksu,Altıntaş,https://www.hepsiemlak.com//en/antalya-aksu-altintas-satilik/daire/133277-28

129282-167,3,1,140,120,1,32,5,True,1,Betonarme,Elektrik,1050000,Mersin(İçel),Tarsus,Kırklarsırtı,https://www.hepsiemlak.com//en/mersinicel-tarsus-kirklarsirti-satilik/daire/129282-167

6786-18547,2,1,90,85,Kot 2,25,3,True,1,Betonarme,Doğalgaz,1240000,Ankara,Çankaya,ŞehitCevdetÖzdemir,https://www.hepsiemlak.com//en/ankara-cankaya-sehit-cevdet-ozdemir-satilik/daire/6786-18547

6786-18548,3,1,95,90,Giriş Katı,29,3,True,1,Betonarme,Doğalgaz,1080000,Ankara,Çankaya,Harbiye,https://www.hepsiemlak.com//en/ankara-cankaya-harbiye-satilik/daire/6786-18548

6786-18549,2,1,90,85,Giriş Katı,29,2,True,1,Betonarme,Doğalgaz,1125000,Ankara,Çankaya,NaciÇakır,https://www.hepsiemlak.com//en/ankara-cankaya-naci-cakir-satilik/daire/6786-18549

133977-72,2,1,110,100,Yüksek Giriş,4,5,True,1,Betonarme,Doğalgaz,989000,İstanbul,Esenyurt,Sultaniye,https://www.hepsiemlak.com//en/istanbul-esenyurt-sultaniye-satilik/daire/133977-72

126667-101,2,1,90,80,3,35,6,True,1,Betonarme,Doğalgaz,1750000,Ankara,Çankaya,Mebusevleri,https://www.hepsiemlak.com//en/ankara-cankaya-mebusevleri-satilik/daire/126667-101

133744-7,2,1,180,155,Teras Katı,20,4,True,2,Betonarme,Elektrik,2950000,Antalya,Manavgat,EskiHisar,https://www.hepsiemlak.com//en/antalya-manavgat-eski-hisar-satilik/daire/133744-7

135284-40,3,1,155,140,2,10,12,True,1,Betonarme,Doğalgaz,4099000,Ankara,Keçiören,AşağıEğlence,https://www.hepsiemlak.com//en/ankara-kecioren-asagi-eglence-satilik/daire/135284-40

133744-26,3,1,185,150,3,0,3,True,2,Betonarme,Kömür-Odun,2975000,Antalya,Manavgat,Ilıca,https://www.hepsiemlak.com//en/antalya-manavgat-ilica-satilik/daire/133744-26

133744-25,3,1,100,80,Ara Kat,0,3,True,1,Betonarme,Kömür-Odun,1950000,Antalya,Manavgat,Sarılar,https://www.hepsiemlak.com//en/antalya-manavgat-sarilar-satilik/daire/133744-25

28888-980,4,1,185,170,8,0,9,True,2,Betonarme,Doğalgaz,4550000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/28888-980

28888-964,4,1,185,175,2,6,6,True,2,Betonarme,Doğalgaz,3729000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/28888-964

66315-1368,3,1,160,150,6,4,10,True,2,Betonarme,Doğalgaz,2575000,Ankara,Pursaklar,MimarSinan,https://www.hepsiemlak.com//en/ankara-pursaklar-mimar-sinan-satilik/daire/66315-1368

5632-7746,3,1,130,115,4,11,5,True,2,Betonarme,Doğalgaz,10950000,İstanbul,Kadıköy,Fenerbahçe,https://www.hepsiemlak.com//en/istanbul-kadikoy-fenerbahce-satilik/daire/5632-7746

84463-444,3,1,165,150,8,31,8,True,2,Betonarme,Doğalgaz,6800000,İstanbul,Kadıköy,Bostancı,https://www.hepsiemlak.com//en/istanbul-kadikoy-bostanci-satilik/daire/84463-444

5632-7789,2,1,120,105,6,26,9,True,1,Betonarme,Doğalgaz,10750000,İstanbul,Kadıköy,Fenerbahçe,https://www.hepsiemlak.com//en/istanbul-kadikoy-fenerbahce-satilik/daire/5632-7789

30074-3287,4,2,210,152,4,0,4,True,3,Betonarme,Doğalgaz,11475000,İstanbul,Kadıköy,Koşuyolu,https://www.hepsiemlak.com//en/istanbul-kadikoy-kosuyolu-satilik/daire/30074-3287

30074-3276,3,1,186,132,6,0,6,True,3,Betonarme,Doğalgaz,11290000,İstanbul,Üsküdar,Barbaros,https://www.hepsiemlak.com//en/istanbul-uskudar-barbaros-satilik/daire/30074-3276

110558-11386,3,1,140,125,3,0,3,True,1,Betonarme,Doğalgaz,1750000,Balıkesir,Bandırma,600Evler,https://www.hepsiemlak.com//en/balikesir-bandirma-600-evler-satilik/daire/110558-11386

86972-1703,4,1,190,175,3,6,8,True,3,Betonarme,Doğalgaz,3850000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/86972-1703

86972-1736,4,1,180,165,7,0,7,True,2,Betonarme,Doğalgaz,4650000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/86972-1736

86972-1714,4,1,185,170,1,0,8,True,2,Betonarme,Doğalgaz,4400000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/86972-1714

34854-632,4,1,191,168,En Üst Kat,0,4,True,2,Betonarme,Doğalgaz,11900000,İstanbul,Bahçelievler,Bahçelievler,https://www.hepsiemlak.com//en/istanbul-bahcelievler-bahcelievler-satilik/daire/34854-632

119539-1,2,1,110,95,Bahçe Katı,25,3,True,1,Betonarme,Doğalgaz,838000,Ankara,Keçiören,19Mayıs,https://www.hepsiemlak.com//en/ankara-kecioren-19-mayis-satilik/daire/119539-1

20040-42,3,1,160,150,2,8,10,True,2,Betonarme,Doğalgaz,2085000,Ankara,Pursaklar,MimarSinan,https://www.hepsiemlak.com//en/ankara-pursaklar-mimar-sinan-satilik/daire/20040-42

110558-11585,3,1,120,115,Giriş Katı,25,5,True,1,Betonarme,Doğalgaz,950000,Balıkesir,Bandırma,Levent,https://www.hepsiemlak.com//en/balikesir-bandirma-levent-satilik/daire/110558-11585

131265-49,2,1,120,110,Bahçe Katı,0,7,True,1,Betonarme,Doğalgaz,799000,İstanbul,Beylikdüzü,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/131265-49

131265-53,3,1,140,135,4,0,6,True,2,Betonarme,Doğalgaz,1340005,İstanbul,Beylikdüzü,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/131265-53

62128-1868,3,1,160,135,3,25,5,True,1,Betonarme,Elektrik,3000000,Antalya,Muratpaşa,Yüksekalan,https://www.hepsiemlak.com//en/antalya-muratpasa-yuksekalan-satilik/daire/62128-1868

39997-4455,4,1,200,150,4,12,4,True,2,Betonarme,Doğalgaz,2860000,Ankara,Çankaya,Birlik,https://www.hepsiemlak.com//en/ankara-cankaya-birlik-satilik/daire/39997-4455

113569-4285,3,1,165,148,2,10,4,True,2,Betonarme,Doğalgaz,3900000,İstanbul,Beylikdüzü,Yakuplu,https://www.hepsiemlak.com//en/istanbul-beylikduzu-yakuplu-satilik/daire/113569-4285

128324-352,3,1,158,132,5,4,7,True,2,Betonarme,Doğalgaz,4700000,Eskişehir,Odunpazarı,Vişnelik,https://www.hepsiemlak.com//en/eskisehir-odunpazari-visnelik-satilik/daire/128324-352

122534-93,3,1,170,130,5,4,10,True,2,Betonarme,Doğalgaz,1780000,Adana,Çukurova,Yüzüncüyıl,https://www.hepsiemlak.com//en/adana-cukurova-yuzuncuyil-satilik/daire/122534-93

135140-13,1,1,88,70,Giriş Katı,8,3,True,1,Betonarme,Doğalgaz,1330000,İstanbul,Küçükçekmece,Atakent,https://www.hepsiemlak.com//en/istanbul-kucukcekmece-atakent-satilik/daire/135140-13

82679-1981,2,1,90,80,3,4,5,True,1,Betonarme,Doğalgaz,4250000,İstanbul,Maltepe,İdealtepe,https://www.hepsiemlak.com//en/istanbul-maltepe-idealtepe-satilik/daire/82679-1981

118232-57,3,1,135,120,Ara Kat,26,5,True,1,Betonarme,Doğalgaz,1100000,Tekirdağ,Süleymanpaşa,Ortacami,https://www.hepsiemlak.com//en/tekirdag-suleymanpasa-ortacami-satilik/daire/118232-57

135443-11,3,1,125,115,3,1,13,True,2,Betonarme,Doğalgaz,5050000,İstanbul,Ümraniye,Tantavi,https://www.hepsiemlak.com//en/istanbul-umraniye-tantavi-satilik/daire/135443-11

135443-10,2,1,100,85,1,1,13,True,2,Betonarme,Doğalgaz,3500000,İstanbul,Üsküdar,Yavuztürk,https://www.hepsiemlak.com//en/istanbul-uskudar-yavuzturk-satilik/daire/135443-10

130846-474,3,1,157,125,12,8,22,True,2,Betonarme,Doğalgaz,5980000,İstanbul,Bağcılar,Göztepe,https://www.hepsiemlak.com//en/istanbul-bagcilar-goztepe-satilik/daire/130846-474

128869-74,4,1,217,189,13,0,27,True,2,Betonarme,Doğalgaz,3225000,Ankara,Keçiören,Ovacık,https://www.hepsiemlak.com//en/ankara-kecioren-ovacik-satilik/daire/128869-74

133977-70,3,1,130,120,Bahçe Katı,7,4,True,1,Betonarme,Doğalgaz,839000,İstanbul,Esenyurt,Ardıçlı,https://www.hepsiemlak.com//en/istanbul-esenyurt-ardicli-satilik/daire/133977-70

28854-19064,2,1,96,75,2,4,6,True,1,Betonarme,Doğalgaz,3550000,İstanbul,Maltepe,İdealtepe,https://www.hepsiemlak.com//en/istanbul-maltepe-idealtepe-satilik/daire/28854-19064

22454-2647,3,1,100,90,1,10,3,True,1,Betonarme,Doğalgaz,1285000,Ankara,Keçiören,ŞehitKubilay,https://www.hepsiemlak.com//en/ankara-kecioren-sehit-kubilay-satilik/daire/22454-2647

104146-757,2,1,100,90,2,0,5,True,1,Betonarme,Doğalgaz,1749000,İstanbul,Beylikdüzü,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/104146-757

4581-6694,3,1,185,151,11,15,15,Bilinmiyor,1,Betonarme,Doğalgaz,4750000,Ankara,Çankaya,Çayyolu,https://www.hepsiemlak.com//en/ankara-cankaya-cayyolu-satilik/daire/4581-6694

131431-91,2,1,100,90,1,25,3,True,1,Betonarme,Doğalgaz,650000,Kütahya,Merkez,LalaHüseyinPaşa,https://www.hepsiemlak.com//en/kutahya-merkez-lala-huseyin-pasa-satilik/daire/131431-91

97366-1334,4,1,190,175,En Üst Kat,4,13,True,2,Betonarme,Doğalgaz,4150000,Ankara,Etimesgut,Bağlıca,https://www.hepsiemlak.com//en/ankara-etimesgut-baglica-satilik/daire/97366-1334

133917-188,1,1,78,70,Yüksek Giriş,0,5,True,1,Betonarme,Doğalgaz,1045000,İstanbul,Beylikdüzü,Cumhuriyet,https://www.hepsiemlak.com//en/istanbul-beylikduzu-cumhuriyet-satilik/daire/133917-188

87457-2546,1,1,78,65,16,12,20,True,1,Betonarme,Doğalgaz,3900000,İstanbul,Gaziosmanpaşa,Karayolları,https://www.hepsiemlak.com//en/istanbul-gaziosmanpasa-karayollari-satilik/daire/87457-2546

87457-2547,3,1,138,108,5,12,15,True,2,Betonarme,Doğalgaz,7000000,İstanbul,Gaziosmanpaşa,Karayolları,https://www.hepsiemlak.com//en/istanbul-gaziosmanpasa-karayollari-satilik/daire/87457-2547

692053-242,2,1,120,95,1,15,6,True,1,Betonarme,Doğalgaz,8100000,İstanbul,Maltepe,Başıbüyük,https://www.hepsiemlak.com//en/istanbul-maltepe-basibuyuk-satilik/daire/692053-242

3202-978,4,1,200,190,10,0,12,True,2,Betonarme,Doğalgaz,3190000,Ankara,Pursaklar,Merkez,https://www.hepsiemlak.com//en/ankara-pursaklar-merkez-satilik/daire/3202-978
